No,username,country,math,implementation,geometry,bitmasks,brute force,binary search,dp,greedy,chinese remainder theorem,fft,sortings,number theory,constructive algorithms,trees,matrices,divide and conquer,probabilities,dfs and similar,data structures,flows,meet-in-the-middle,games,graphs,shortest paths,hashing,strings,combinatorics,interactive,dsu,graph matchings,two pointers,string suffix structures,2-sat,expression parsing,*special,ternary search,schedules,total
244,tranh,Vietnam,4305.833333,6795.766667,150,334.5,1824.266667,1160,2942.766667,5373.766667,0,0,1705,676,1276.666667,445,0,0,724,502.5,864.5,0,120,318,262.5,0,0,679.6,924,0,262.5,0,125.8333333,0,0,0,0,0,0,31773
245,tourist-slayer,Vietnam,2185.966667,6085.3,300,0,2674.083333,664.8333333,2443.133333,4102.916667,0,0,1183.333333,565.6333333,2020,450,0.333333333,0.25,0,101,979.7166667,0,0,0,100.6666667,100.3333333,0,299,712.5833333,0,0.583333333,0,609.3333333,0,0,0,0,25,0,25604
246,Hd7,Vietnam,13456.26667,17419.06667,668.5,426.5,7022.566667,1702.666667,11510.53333,9172.133333,0,0,2374.316667,2420.25,5652.366667,3694.283333,100,200,90.33333333,6067.233333,4401.283333,0,0.25,671,4718.816667,1040.916667,225,3088.366667,1088.166667,0,1334.45,0,1358.4,0,0,0.333333333,75,60,0,100039
247,221,Vietnam,21887.48333,21381.86667,1325.333333,713,7079.15,3656.833333,6660.983333,14083.75,0,0,4834.866667,5184.366667,10715.11667,442.95,0,362.95,225.8666667,983.1833333,1421.616667,191.3333333,0,450.8333333,2421.633333,0.7,60,4537.35,2204.033333,751,357.4333333,191,2160.366667,60,0,0,50,125,0,114520
248,I_love_Ganel,Vietnam,1170,494.25,0,0,0,0.75,490.5,354.25,0,0,250,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,3329
249,namnguyennn.89,Vietnam,1875.333333,1223.6,0,0,1199.1,37.5,187.8333333,303.5,0,1.333333333,0,1075.333333,229.6,37.5,300,0.833333333,150,37.5,37.5,0,0,0,846.1,0,229.6,0,450.8333333,0,0,0,0,0,0,0,0,0,0,8223
250,bachnx_epu,Vietnam,6135.083333,12573.66667,997,376,1945.5,1251.75,2321,8538.25,0,0,2454,833.8333333,2317.083333,0,295.3333333,0,0.5,757.3333333,834.5,0,0,0,0,0.5,0.333333333,1206.666667,0,0,0,531.3333333,649.3333333,0,0,0,0,0,0,44019
251,CTIHUY,Vietnam,2699.916667,6883.333333,292,469.3333333,2251.666667,685.75,2539.666667,2308.25,0,0,1302.5,382.8333333,175,300,0,200,75,100.3333333,2119.666667,0,0.25,0,50,88,0.333333333,1112.5,422,0,0.833333333,87.5,369.3333333,0,0,0,175,0,225,25316
252,_Milo_Prestige_Edition_,Vietnam,0.25,0.666666667,0,0,0.75,0,0.833333333,0.583333333,0,0,0.25,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,5
253,NBN_VN,Vietnam,9483.416667,12030.7,331.5,0.5,2510.083333,674.3333333,3950.75,7264.2,0,0,2113.033333,2930.666667,3312.5,105.2,0,0,0,105.2,1098.416667,0,200,0,544.2,0.2,0,1352.533333,1306.666667,0,105.2,0,943.7,0,0,0,0,0,0,50363
254,Lazyman,Vietnam,23483.92619,25003.67619,997.5,985.3333333,6912.619048,2300.119048,5975.319048,16820.00714,241.5,0,4382.866667,4964.035714,7380.940476,87.5,0,112.5,150,631.2,3314.47619,0,234.8,1777.833333,899.3571429,449.3333333,0,3070.333333,2281.3,0.5,0.333333333,37.5,572.6904762,0,0,0,175.5,0,0,113243
255,hnagouft293_,Vietnam,870.1666667,549.8333333,0,0,924,0,0.333333333,2.666666667,0,0,0.666666667,376.6666667,0.333333333,0,0,0,0,0,1.5,0,0,0,0,0,0,0.333333333,0,0,0.5,0,0,0,0,0,0,0,0,2727
256,pnnb1997,Vietnam,15474.53571,45597.91905,1481.333333,1092.5,12351.33571,4392.402381,9618.835714,16164.21667,0,0,10131.08333,3315.119048,9368.783333,2778.25,393.8333333,0,0.5,4258.333333,5157.569048,0,215,927.6666667,3362.916667,1053.583333,305.5,4333.933333,3096.583333,225,1341.533333,147.75,1865.533333,300,60,0,289.45,0,0,159101
257,duyledat197,Vietnam,11688.78333,13476.45,328.5,224.5,3880.583333,1183.666667,3907.533333,9711.583333,0,0,3025.25,3339.116667,4850,511,0,37.5,0,690.6666667,2164.2,175,218.75,0,1090.416667,339.25,105,2444.833333,1881.166667,0,255,0,469.25,0,0,0,0,0,0,65998
258,PhuongPeu,Vietnam,23136.4,40619.16667,1742.75,1342.25,11131.33333,2124.833333,7454.5,17544.91667,75,0,8013.416667,5218.333333,9972.583333,574.4,100.3333333,258.0833333,75.5,1621.733333,3358.166667,75,120.3333333,711.3333333,2094.9,513.3333333,0.833333333,6727.333333,2102.416667,437.9166667,736.7333333,162.5,1761.416667,0,0,150,1,0,0,149958.75
259,Aced-by-B,Vietnam,13492.06667,26451.75,150,1091.5,8027.666667,4480.833333,9164.583333,13737.25,0,0,4715.333333,2391.583333,8210.416667,2462.766667,0,390,275.3333333,5216.6,5031.866667,218,223.75,1131.333333,4759.433333,307.5,362.5,3300.416667,879.1666667,396,1117.516667,0,1530.833333,0,0,0,0,0,0,119516
260,KagamiharaNadeshiko,Vietnam,13491.78571,15332.51905,2810.333333,754.6666667,7480.269048,4357.935714,8833.352381,8212.666667,100,0,3340.5,5464.935714,5465.416667,1980.166667,0,0,250,1885.75,1799.785714,0,75,671.3333333,2787.25,375.3333333,120.3333333,3060.416667,1936.083333,0,534,0,1203.416667,60,0,0,262.5,150.25,0,92796
261,N.T.Hien,Vietnam,2419.15,2576.916667,0,75.33333333,1765.666667,1.666666667,781.6666667,1766.333333,0,0,456.5666667,0,613.9,363.7333333,0,0,0,401.5833333,907.75,326.25,0,530,288.4,0,326.25,1155.833333,0,0,0,0,0,0,0,0,0,0,0,14757
262,THOOR_001,Vietnam,28436.86667,50346.85,5721.166667,2476.666667,15087.61667,6457.166667,11177.91667,22551.1,0,0,6923.616667,9305.25,15639.45,482.8333333,319.1666667,927.3333333,0,3434.683333,5787.083333,135,0.25,587.25,3369.483333,574.5,1115,7379.333333,3055.333333,200,1571.433333,97.5,4098.283333,60,210,406.8333333,456.2,285,430.8333333,209107
263,Iam_quanvu,Vietnam,494.75,1197.5,0,0,1283.833333,1.75,154.6666667,361.75,0,0,0.5,0.833333333,153.1666667,152.6666667,0,0,0,150.3333333,2,0,0.25,0,750.6666667,0.5,0,0,0,0,150.8333333,0,0,0,0,0,0,0,0,4856
264,chitik27,Vietnam,1001.166667,1742.5,450,0,695,75,0,537.8333333,0,0,537.5,1126,704.3333333,0,0.333333333,0,0,624,225.3333333,0,0,0,474,150,0,342,150,0,324,0,324,0,0,0,0,0,0,9483
265,ThreeA,Vietnam,8864.083333,9379.166667,773.5,1.333333333,2045.583333,532.5,2386.916667,6689,0,0,3679.5,2939.083333,3804.416667,350,0,0.25,0,292.3333333,1504.583333,0,0,1.333333333,75.83333333,0.333333333,0.333333333,2233.333333,695.1666667,0.25,0.333333333,0,1222.833333,0,0,0,0,0,0,47472
266,WooooooooooooooW,Vietnam,8015.227273,7940.833333,1364,387.0606061,937.6439394,1610.843939,2093.760606,7025.677273,0,0,2840.45,2234.810606,4484.833333,1103.760606,0,75.2,0,112.5,2236.677273,0,25,854,1555.2,588.5,0.5,1276.060606,616,150.3333333,48.17727273,0,450.95,0,0,0,25,0,0,48053
267,Blocked,Vietnam,6358.833333,10043.75,0.5,306.5,3638.916667,1158.583333,1595.333333,6203.416667,0,0,772.5,1286.416667,1207.5,538.5,0,0,0,837.1666667,761.6666667,0,376.25,110,1382.666667,526.5,0,1959,1,0,365.6666667,37.5,541.8333333,0,0,0,175,0,0,40185
268,quang13542,Vietnam,7276.4625,12632.83333,660.3958333,131.75,3389.833333,1915.5,2803.236667,8240.766667,0,0,5202.916667,1342.5,6242.416667,450.4,0,0,0,1360.5625,829.2666667,230,0,0,1382.0625,502.4333333,0.333333333,2961.666667,873.32,75,512.9,37.5,1031.333333,0,187.5,0,175,225,0,60672.89
269,gauiqcr,Vietnam,4222.833333,2369.5,123.3333333,0,880.6666667,113.5,119.3333333,1624.333333,0,0,329.0333333,868.1666667,412.6666667,255.2,0,0.2,0,375.5,0,0,0,450,225.7,0,0.333333333,0.5,75,75.5,225.2,0,0.5,0,0,0,0,0,0,12747
270,IHate24CharactersLimit,Vietnam,19583.45,19151.61667,4211.166667,1647.083333,9460.366667,6238.616667,14349.45,15753.01667,0,0,6626.866667,5635.5,10896.03333,4405.283333,1200,400.3333333,352.8333333,5337.616667,11775.65,360.3333333,350.3333333,883.5,6244.233333,1477.75,645.3333333,4216.45,2843.833333,0,2645.45,0,3444.566667,330,150,108,350,337.3333333,225,161637
271,ldmhoang,Vietnam,17458.01488,25647.59524,215.8958333,210.3333333,6773.583333,3021.369048,6742.559524,11573.54524,0,562.5,7892.866667,3111.916667,5740.116667,1748.795238,93.75,112.8428571,0.5,2379.655357,5626.595238,700,0,75,2305.545833,644,473.0833333,4284.25,1358.666667,76.5,572.65,151.7857143,1870.083333,323.0833333,187.5,60,175,536.6666667,0,112706.25
272,lioaslan,Vietnam,5903.666667,7544.2,314.5,188,1575.75,609.3333333,2858.583333,2993.033333,0,0,1378.45,2951.833333,3973.583333,1117.5,0,0,0,843,3030,0,93.75,52,1146,255,0.333333333,1679.366667,1095.416667,0,1003.5,0,114.2,0,0,0,0,0,0,40721
273,vdanh7277,Vietnam,3156.833333,1340.416667,350,150,834.6666667,592.8333333,4644.083333,1682.7,0,0,94.16666667,650.6666667,676.0333333,450,0,0,0,270.2,2031.583333,0,0,0,120.2,0,0,331.5,875.6666667,0,570.2,0,1094.25,0,0,0,175,200,0,20291
274,DXLoc,Vietnam,7762.166667,7712.533333,381,0,1886.916667,812.9166667,1242.916667,6008.2,243,0,1304.283333,982.4166667,2690.833333,0,0,0,0,647.3333333,1406.333333,0,261.25,588,789.3333333,0,0,1633.366667,408.3333333,0,497.8333333,0,413.0333333,0,0,0,0,0,0,37672
275,conchonam,Vietnam,329,2241.5,0,0,876,0,328,1129,0,0,504,0,176,0,0,0,0,176,0,0,0,625,176,0,0,0.5,0,0,176,0,0,0,0,0,0,0,0,6737
276,_Beyond-,Vietnam,0,533.3333333,0,0,75,0.333333333,95,0,0,0,0,1080,0,0,0,0,0,251.5,0,0,0,0,251.5,0,0,418,0,0,251.5,0,251.8333333,0,0,0,0,0,0,3208
277,iostream_1308,Vietnam,4182,3968.866667,185.3333333,170.5,458.0333333,177.75,1251.616667,2457.433333,0,0,732.3666667,360.8333333,1298.833333,183.2,0,0.2,0,467.3333333,385.0333333,0,0,0,968.5333333,183.2,0,769.7833333,511.0833333,0,478.2,0,680.8666667,0,0,0,0,0,0,19871
278,PandaIsTheBest,Vietnam,13384.5,12141.16667,1889.833333,950.1666667,5436.116667,1858.083333,7583.95,8757.533333,0,0,2391.75,2570.416667,4714.083333,1302.833333,0,100.45,0,2023.833333,2147.533333,198,0,75,1859.416667,100,0.666666667,1398,1390,90.25,1071.166667,50,1706.25,0,0,0,175,0,225,75591
279,ntrung03,Vietnam,7764.727273,9088.833333,1604.5,1554.560606,3112.477273,1492.810606,2253.893939,5340.893939,0,0,1369.75,1860.227273,3195.5,1479.393939,0,340.25,0,1540.416667,3264.977273,0,0,0,2251.083333,780.5,385,1121.810606,973,150.25,478.3106061,0,1664.833333,60,0,0,0,0,0,53128
280,akunojiro,Vietnam,2276.333333,14036.33333,109.6666667,233,2453,212,2036.333333,3343.466667,0,0,2763.466667,525.5,1208.8,388.8,0,0,0,688.3333333,984.4666667,0,0,0,478.5,0,0,1380,0,0,652.3333333,97.33333333,315.3333333,40,0,0,0,0,0,34223
281,khoa8700,Vietnam,11723.16667,12333.65,720.5,210,3913.666667,973,2827.75,9040.983333,0,0,717.8166667,2776.083333,5272.166667,1,0,0,1,606.45,1812.75,0,0,724,1268.25,203.3333333,0,3135.316667,2493.5,0,0,0,225.6166667,0,0,0,0,0,0,60980
282,CuteTN,Vietnam,9286.666667,10242.28333,867,569,2936.75,1085.333333,5572.083333,4393.683333,0,0,1877.9,3190.95,3396.666667,755.7,0,262.5,150,362.5333333,999.5833333,0,0,1,293.4,293.2,0,2029.7,1307.166667,0.5,343.2,0,926.8666667,0,0,0.333333333,0,0,0,51144
283,Yonashi,Vietnam,1050.416667,1544,0,0,149.6666667,150.25,150.5,1164.916667,0,0,0.333333333,0,697.6666667,0,0,0,0,0.333333333,0.333333333,0,0.25,0,362,0.5,0,0,421,0,0.833333333,0,0,0,0,0,0,0,0,5693
284,Svanh,Vietnam,4696,3773.75,1,0,1824.25,567.75,1247.333333,3405.25,0,0,393,705.4166667,820.8333333,150,100,0,0,401.3333333,885.8333333,0,236.25,0,401.3333333,0,0.333333333,225,363,0,401.3333333,0,444,0,0,0,175,0,0,21218
285,phongphu,Vietnam,2373.833333,1569.7,230,0,1244,301.5,1898.833333,2508.033333,0,0,1534.866667,237.3333333,194.8333333,0,0,0,0,194.8333333,0.666666667,0,0,0,530.8333333,0,0,0.2,237.3333333,0,194.8333333,0,331.3666667,0,0,0,0,0,0,13583
286,fpt_leviathan,Vietnam,39.58333333,0.333333333,0,0,0.333333333,112.75,0,151.9166667,0,0,112.8333333,37.5,37.5,0,0,0,0,0.333333333,112.8333333,0,0.25,0,0,0,0,0,0,0,0.833333333,0,37.5,0,0,0,0,37.5,0,682
287,CNH_EzGame,Vietnam,12870.33333,28175.2,1279.25,150.5,5387.033333,887.25,1690.083333,5992.666667,75,0,3782.833333,1251.666667,3245.2,106,0,0,0.5,475,360,0,0,560,1276.5,87.5,0,3200.333333,781.25,0,0.2,87.5,100,0,0,150,175.2,0,0,72147
288,quanvu,Vietnam,6268.083333,4840.083333,336,906.25,2919.166667,648.8333333,2557.083333,7312.833333,0,0,573.1166667,920,3003.583333,199.2,0,0.2,0,814.75,1365.583333,150,0,350.3333333,994.45,420.5,255,1507.333333,576.6666667,0,150.2,0,86.75,0,0,0,0,0,0,37156
289,dummkopf,Vietnam,24364.61667,49401.81667,3645.916667,2558.733333,13056.96667,6120.283333,15107.71667,17726.93333,400,0,6413.666667,7970.316667,17522.11667,3864.3,0.333333333,150,202.7333333,4881,6871.4,0,242.4,1495.566667,6329.333333,1794.6,1506.083333,7803.383333,2752.9,566.4,3251.5,0,1680.65,60,0,713.3333333,0,0,225,208680
290,Meii_Meii,Vietnam,11338.85,12222.2,626.5,75.5,3554.866667,882.25,2795.616667,7182.95,0,0,2497.75,1739.083333,3516.25,218.4,0,0.25,0,293.7333333,1478,0,0.25,391.3333333,368.9,0,0,2484.416667,696.3333333,0.25,219.2333333,0,606.75,0,0,0.333333333,75,0,0,53265
291,GnudnaoD,Vietnam,1925.333333,4132.2,0,0,413.3333333,242.3333333,769,1719.616667,0,0,219.5333333,1637.583333,612,0,0,0,0,345.3333333,0,0,241.5,0,869.8333333,0,0,605.0333333,100,0,345.3333333,0,113.0333333,0,0,0,75,0,0,14366
292,Lobeooo__,Vietnam,3419.833333,1669.083333,266.25,457.3333333,805.25,164,459.3333333,2104.083333,0,0,164,375,775.6666667,315,0,0,0,315,164,0,0,163.6666667,315,0,0,496.5,843,0,315,0,0,0,0,0,0,0,0,13587
293,__peossp,Vietnam,3382.916667,5185.9,1,803.4166667,4439.083333,91.41666667,4131.833333,4513.983333,238,0,1155.733333,1937.333333,3132.833333,1291,0,200,0,1380.95,1661.25,150,0,150.3333333,1700.666667,161.75,255,1996.65,426.25,0,578.3333333,0,435.3666667,0,0,0,405,0,0,39806
294,sonlh07,Vietnam,48973.80238,114494.869,5466.833333,4295.666667,30498.71905,13802.83571,25928.88571,52643,243,75,21452.1,10400.28571,27585.76667,5310.083333,100,1322.666667,658.5,12979.26667,20713.01905,221,191.4166667,1431.833333,9239.15,752.5,2517.366667,20062.73333,5931.666667,895.5,4126.883333,864.6,7430.016667,654.7,37.5,858.3333333,250,863.5,0,453273
295,Thanh_Tuan,Vietnam,339.0833333,310.3333333,0,0,84.33333333,0.25,1,392.5833333,0,0,0,0,308,0,0,0,0,0.333333333,1.5,0,0.25,0,0,0.5,0,0,252,0,0.833333333,0,0,0,0,0,0,0,0,1691
296,DATVN,Vietnam,31882.49524,43170.68571,1776,3113.309524,18718.38571,13369.48571,25189.87857,28323.4,0,0,12119.73333,8856.035714,15320.50952,11170.54286,644.0833333,2409.566667,562.8333333,12332.75952,25687.69524,1400,420.8333333,1107,11437.2,4507.916667,1106.75,10913.91667,5658.25,90,6082.966667,50,8134.15,900,0,0,390.8666667,1477.75,225,308550
297,kvutxdy,Vietnam,9083.297619,10829.49762,804.25,802.3333333,4299.345238,3487.666667,9365.166667,10843.18095,243,75,2538.911905,2580.783333,7054.72619,2569.778571,225,287.5,225.3333333,2655.483333,5172.642857,200,257.5,315.6666667,3945.77619,992.1,397.5,1283.616667,2590.833333,0,1003.433333,100,1070.67619,360,0,0,0,0,225,85885
298,thangitcbg,Vietnam,3828.416667,3172,562.5,0.5,2096.75,807.0833333,1240.416667,2374.083333,0,0,1874.833333,805.75,1199.083333,200.2,0.333333333,0,0,425.5333333,827.75,0,0.25,0,225.2,150.7,0,347.5,1674.666667,0,151.0333333,0,791.4166667,0,0,0,0,0,0,22756
299,TheLonelyMoon,Vietnam,6547.333333,10631.25,368,895.6666667,4748.116667,2521.7,7935.783333,4414.783333,0,0,4479.916667,1150.833333,4530.083333,686.1666667,225,105.2,0,907.7,2446.866667,0,0,0,1460.033333,850.9166667,120.8333333,1388,862.4166667,0,250.5333333,0.2,781.3333333,120,0,0.333333333,0,0,225,58654
300,achibulup,Vietnam,3211.583333,3176.916667,245,0,632.6666667,809.9166667,160.9166667,3307.75,236.5,0,565.6666667,244.25,1937.5,0,0,0,0,410.6666667,1392.583333,0,243.75,0,410.6666667,0,405,237.3333333,817.6666667,0,410.6666667,0,228,0,0,0,0,0,0,19085
301,kAN_de_thuong,Vietnam,18171.41667,20655.96667,1374.916667,1257.583333,6983.266667,2129.916667,4282.1,14692.9,0,150,4771.733333,3432.283333,9676.416667,948.5333333,425,100.25,0,1722.1,3104.266667,75,120.25,2025.333333,2363.4,295.0333333,150,3220.866667,1392.666667,264.0833333,833.6166667,0,2963.766667,150,0,0.333333333,175,150,225,108283
302,_PortgasD.Ace_,Vietnam,7079.333333,8815.416667,94.5,436.3333333,3208.666667,3270.75,9599.75,9227.666667,0,0,3024.583333,620.3333333,5271.166667,375,0,725.5,0,0.333333333,5852.166667,0,94,0,0.5,38,481.5,3499.083333,1932.916667,800.3333333,75.83333333,37.5,1131.833333,0,0,0,225,0,0,65918
303,8--D,Vietnam,34094.45,47025.15,4295.666667,442.9166667,14913.28333,3087.333333,5888.864286,22221.39762,179.5,0,7100.364286,9813.116667,10423.79762,1814.447619,0.333333333,0.25,0.333333333,3409.780952,3919,75,220.25,1718.333333,3241.280952,297.3333333,0,4842.916667,2042.25,0.25,2117.366667,0,3869.7,0,0,0.333333333,250,0,0,187305
304,SonDinh,Vietnam,21960.16667,47878.11667,1451.5,454,8910.333333,1875.166667,3292.916667,15860.2,0,0,7803.7,2217.083333,10834.25,239.5,0,37.5,0.5,806.6666667,1271.25,0,0,716.6666667,1589.5,38.5,100,6521.783333,887.5,0,1.083333333,37.5,1461.616667,0,0,150.5,175,0,225.5,136798
305,LamCVP,Vietnam,4158.5,4360.083333,0,0,2068.75,436,912.0833333,2466.75,0,0,825.4166667,2374.5,400.3333333,375,0,0,0,200.3333333,2876.833333,0,0.25,0,1046,238.5,60,1862.833333,100,0,150.8333333,37.5,562.5,60,0,0,0,0,225,25798
306,winkhanh,Vietnam,2799.166667,3108.916667,524,316.6666667,2616,632.0833333,1283.833333,2445.166667,0,0,1182.5,481.25,651.8333333,120,0,0,0,537.3333333,902.75,0,0.25,164.3333333,220,0,0,917.8333333,1015.75,0,437.3333333,0,0,0,0,0,0,0,0,20357
307,samau07012005,Vietnam,13241.5,12647.91667,937.6666667,649.75,3953.916667,1011.416667,4912.75,9071.5,0,0,3582.25,3546.25,5104.166667,50,0,0,0.333333333,435,1398.083333,0,0,163,184,0,0,4305.25,2604.666667,0,0,0,430.8333333,0,0,0,50,0,0,68280.25
308,sxweetlollipop2912,Vietnam,4709.583333,8313.966667,469,436.1666667,4083.55,1179.083333,5191.966667,4876.166667,0,0,1223.916667,1237.583333,1762.083333,128,0,88,0,511.75,1550.966667,0,0,565,534,0.25,0,1298.583333,607.3333333,0,300,0,765.05,0,0,0,0,0,0,39832
309,hoangkings100,Vietnam,3046.416667,3318.083333,0.5,0,1587.333333,625.6666667,1544.583333,2651.5,0,0,1593,2294.666667,1123.666667,0,0,0,0,175.3333333,282.75,0,0,0,175,0,0,1263.166667,236,0,175.8333333,0,587.5,0,0,0,0,0,0,20681
310,Zuizehongquaunha,Vietnam,10652.28571,11654.28571,776.5,376,6852.869048,2728.202381,4651.452381,11879.61667,0,0,3427.816667,3923.819048,5962.75,472.9,0.333333333,150.2,150,1656.4,2368.952381,225,0.25,351,1610.433333,443.45,150.8333333,2251.833333,750.5,225,874.0666667,0,1440.75,0,0,0,225,62.5,225,76520
311,hnthach97,Vietnam,8341.333333,6424.083333,0.5,225,2750.666667,1046.166667,3181,6693.416667,0,0,2466.166667,950,2844.416667,856,0,0,0,200.3333333,1253.25,75,0,0,713.5833333,241.25,0,1030.666667,1255,0,0.333333333,0,165.8333333,0,0,0,0,0,0,40714
312,mdp,Vietnam,6515.666667,6851.616667,573.3333333,0,2710.416667,76.75,637.3333333,5194.2,0,0,916.5333333,1455.166667,2065.166667,0,0,0,0.5,310,1050.666667,75.5,0.25,475.3333333,678.1666667,0.5,0.333333333,2297.2,348,0,310.5,0,144.8666667,0,0,0,0,225,0,32913
313,Krimpai,Vietnam,7007.416667,10989.5,1784.916667,499.6666667,5174.5,991.8666667,3189.45,6090.7,0,0,2871,2480.333333,5947.166667,1384.5,0.833333333,0,0,1353.416667,1306.45,0,0,50,1335.416667,112.8333333,0.666666667,900.3333333,1731.083333,393,632.6666667,37.5,498.7833333,0,0,0,0,0,0,56764
314,minhduc150496,Vietnam,8116.433333,23567.1,871.8,208.6666667,5657.133333,1403.166667,4355.833333,9252.8,0,0,4947.5,748,4071.633333,334,340,0,0,2736.666667,1830.133333,0,0,534.8,2095.666667,149.6666667,290.6666667,2277.333333,965,0,293.3333333,129.3333333,896.3333333,556,0,0,75,0,0,76704
315,ngot23,Vietnam,4765.116667,6825.55,1161,287.75,3506.466667,1875.05,3785.966667,2504.2,0,0,1030.866667,1183.8,2815,2223.833333,0,62.66666667,460,1591.7,1024.5,0,0.25,912.3333333,989,150.3333333,0.25,678,712.5,0,598.6666667,0,260.7,0,0,0,0,62.5,0,39468
316,KimDinh,Vietnam,6898.5,12713.86667,455,637.5,4421.5,952.1666667,2224.833333,7986.366667,0,0,4871.283333,1197.25,3702.25,1.333333333,0,0.25,0.5,265.2,2080.583333,150,0,933.5,621.25,93.75,1012.5,2148.866667,706,151.25,115,0,51,187.5,0,0,150,0,225,54954
317,HMS_Warspite,Vietnam,13796.41667,21647.2,1659.5,2317.166667,6488.616667,3514.116667,7375.983333,10064.33333,0,0,3304.183333,2590.366667,8414.083333,5867.266667,281.5833333,703.15,0,4032.666667,10670.43333,275,187.5,1447.666667,4345.85,1476.25,1035.5,2665.45,1388.166667,225,2120.65,0,1471.366667,60,0,0.333333333,50,0.2,225,119701
318,giahuyng98,Vietnam,6070,6378.583333,464,181,1421.25,1.583333333,982.3333333,3884.416667,224,0,538.25,739.3333333,1940.666667,0,0,0.25,0,406.6666667,873.8333333,0,0.25,0.333333333,532.3333333,37.5,450,414.1666667,0.333333333,0.25,151.1666667,37.5,203.6666667,0,0,0.333333333,175,0,0,26109
319,NeiH,Vietnam,14845.58333,11674.28333,804.25,0.5,4411.916667,1546.416667,5701.2,10021.2,245.5,0,2575.283333,3488.916667,3699.666667,464.4,100.3333333,0.2,0,147.7333333,1765.416667,0,254,1234.5,816.5333333,180.1166667,60.33333333,3672.866667,1747.333333,0,148.15,0,331.3666667,60,0,0,0,0,225,70223
320,Charge_for_me,Vietnam,0.25,0.666666667,0,0,0.75,0,0.833333333,0.583333333,0,0,0.25,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,4
321,Linear__,Vietnam,14935,10907.11667,1039,799.5,4934.833333,2244.916667,11819.25,7125.8,205,0,5377.866667,2680.75,4135,2167.7,100,775,0,1815.133333,6957.8,0,222.75,164,2364.383333,1831.766667,0.333333333,2643.116667,1170.833333,0,613.6166667,0,512.5333333,0,0,0,75,0,0,87618
322,Takuu,Vietnam,617.8333333,737.8333333,0,0,246.3333333,1,1120.5,184.1666667,0,0,0.833333333,1350,180,0,0,0,0,0.333333333,1.833333333,750,0,0,0,0.5,0,857,0,0,0.833333333,0,0,0,0,0,0,0,0,6049
323,dangcuong_123,Vietnam,8922.95,14353.9,1032.5,756,5066.783333,2211.116667,2140.5,7788.116667,0,0,1090,969.9166667,7186.983333,1223,0,0,0,1400.5,1321.833333,0,0,144,889.5,591,0,3590.666667,1670,646,246.2,0,766,0,0,0,0.533333333,420,0,64428
324,ReJiKai,Vietnam,10352.58333,10723.66667,690.3333333,1,2011.416667,700.3333333,3936.083333,6708.166667,225.5,0,2756.75,1818.333333,4656.5,331.3333333,0,0,0.833333333,150.3333333,1837.416667,0,0,0,484.3333333,150.3333333,0,1318.083333,769.6666667,0.5,685,0,779.5,0,0,0,0,0,225,51313
325,NguyenfromVN,Vietnam,21847.87619,29807.92619,1514,651.6666667,7889.22619,3685.416667,3868.02381,20261.22381,0,0,9097.447619,4116.75,10115.13095,1772.647619,0,100.45,0,2250.280952,4491.22619,171.5,0,1003,2543.730952,484.0833333,120,5658.342857,2079.916667,313.0833333,881.9333333,60,1321.783333,120,60,0.333333333,300,0,0,136587
326,Trinh-Ngoc-Hung,Vietnam,1426.833333,1021.416667,0,538.3333333,351,526.25,265.3333333,1586.616667,0,0,1355.333333,966.1666667,1168.833333,400.8666667,0,250,0.333333333,313.8666667,1551.033333,0,0,0.333333333,264.3666667,262.8333333,0,449.1666667,230.3333333,0,0,0,0.75,0,0,0,0,0,0,12930
327,bl.bleach1606,Vietnam,1590.916667,2336.2,1,75.5,406.9166667,404.7,700.8333333,1739.483333,0,0,1337.233333,150,1248.833333,200,0,0,0,175.2,56.5,0,0,1,100.25,0.583333333,0,637.2,240,0,50,0,404.45,0,0,0,0,0.2,0,11857
328,_hoang,Vietnam,6138.75,8343.5,885.3333333,525.3333333,2835.916667,1445.333333,6715.383333,3608.333333,0,0,1265.75,1943.333333,3397.166667,1221.3,1,90,460.55,2295.55,3195.416667,0,0,1207,1806.633333,184.0833333,280,1092.75,685,0,487.5,0,525.0833333,0,0,0,0,0,0,50636
329,ginsama2001,Vietnam,2684,2272,293,0,0.333333333,0.5,1,1193.666667,0,0,1,272.6666667,0.833333333,0,0,0,0,0,654,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,7523
330,TTNhan,Vietnam,2417.75,2330.833333,0,150,883.8333333,859.75,987.4166667,1847.916667,75,0,708.6666667,480.4166667,1006.916667,150.3333333,0,100,0,300,1099.25,0.25,0,50,150.3333333,0.583333333,0,247.3333333,452.4166667,150,0,0.25,93.75,0,0,0,0,100,0,14643
331,NGUYEN_THANH_LOI,Vietnam,16096.06667,29175.3,1959,875.3333333,9353.283333,2717.466667,3712.066667,13030.15,0,0,5446.733333,2913.083333,13253.33333,685,0,0,0,2356.233333,2557.533333,0,0,616,1877.333333,367.5,160,6881.166667,890.75,0.5,150,0,1242.166667,60,0,0,1000177,239,0,1116792
